"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.0287671,0.788489884210526,1.54821266842105,2.30793545263158,3.06765823684211,3.82738102105263,4.58710380526316,5.34682658947368,6.10654937368421,6.86627215789474,7.62599494210526,8.38571772631579,9.14544051052632,9.90516329473684,10.6648860789474,11.4246088631579,12.1843316473684,12.9440544315789,13.7037772157895,14.4635
2.67364877438488,2.67001102633091,2.6689950841104,2.66736550040666,2.66624022497416,2.65872637709039,2.65957437729019,2.66312182445404,2.66718436119146,2.67026229871894,2.67136716853269,2.6717910699578,2.67324453310307,2.67338754928814,2.67347641027883,2.67357603758864,2.67364832994654,2.67364885459861,2.67364876113782,2.67364877438488
2.67364877438488,2.67154640690407,2.66788878250632,2.6692105890754,2.6656762729996,2.66178094459149,2.66212176760085,2.66338100777144,2.66215053967445,2.66835120004608,2.67133403599438,2.67200366833886,2.67272982523947,2.6733541149917,2.67345512708821,2.67351861700422,2.67356940424897,2.67357000636471,2.67364847544176,2.67364877438488
2.67364877438488,2.66987845141832,2.66603548938178,2.66062552783937,2.66306991728956,2.66016926238044,2.66086915109132,2.66580412710876,2.67088904240199,2.67198193354584,2.67227440242271,2.67260703093732,2.67339553389644,2.67350916650653,2.67354152037211,2.67364784371198,2.67364896034467,2.67364874081276,2.67364877992921,2.67364877438488
2.67364877438488,2.67056474829384,2.66926297291837,2.66372665633329,2.65476561703213,2.65909446747392,2.66311313169583,2.66615431168391,2.66945495326892,2.67123138432405,2.67300488980243,2.67328714294178,2.67364136633885,2.67365046359232,2.67364839954621,2.67364885423174,2.67364875842301,2.67364877726654,2.67364877390898,2.67364877438488
2.67364877438488,2.6711486173867,2.66712901849825,2.66303738415958,2.66154627144047,2.66441791817199,2.66291080551574,2.66416357151315,2.66628034508215,2.66997743234013,2.67181646425915,2.67251143222521,2.67309216395947,2.6733570784804,2.67341382012631,2.67353905538182,2.67364818797927,2.67364888021719,2.67364875690699,2.67364877438488
2.67364877438488,2.67063318035065,2.66803508375978,2.66804583446988,2.66297061810362,2.66286343574251,2.65793336202749,2.66222846329634,2.6669715412173,2.66997286933042,2.67201533835625,2.67272553094042,2.67338229493156,2.67345994341907,2.6734623610896,2.6736143885655,2.6736488206605,2.67364876602024,2.67364877576627,2.67364877438488
2.67364877438488,2.6716108917413,2.66899248377168,2.66940054123718,2.66478929981543,2.65920665058223,2.65626567449012,2.66096429483316,2.66728127049177,2.67096086734965,2.67210538345865,2.6725063828696,2.67323335671815,2.67364525061833,2.67364955508198,2.67364860808343,2.67364880762955,2.67364876838308,2.67364877537606,2.67364877438488
2.67364877438488,2.67102196703256,2.66593857533711,2.66187869917816,2.65987964663012,2.65626960746225,2.66453957919362,2.66788223658596,2.67077719605985,2.67194331461234,2.67225032039225,2.67246432335209,2.67273986727989,2.67345023440994,2.6735892557526,2.67364802843123,2.67364892345621,2.67364874747239,2.67364877882939,2.67364877438488
2.67364877438488,2.67041294961529,2.66883613776286,2.66661914012306,2.66390439026712,2.66268805184887,2.66029499851182,2.66415549630548,2.66649960173278,2.66975244468278,2.67016165397274,2.67183249906087,2.67302720584722,2.67337179391609,2.67332948680142,2.67348102538274,2.67363543780793,2.67364885493537,2.67364876384129,2.67364877438488
2.67364877438488,2.67111011757892,2.65599477940395,2.6632730215862,2.663840895693,2.66561650128133,2.66581767835722,2.66730375023284,2.6686466290335,2.66986575749606,2.67168559011929,2.67234081156382,2.67264655111348,2.67329655130516,2.6734063658941,2.67349090378099,2.67364777467634,2.67364895481738,2.673648744587,2.67364877438488
2.67364877438488,2.66825751601241,2.66131182327692,2.66379480965611,2.6645961810468,2.66497994125695,2.66466227633034,2.66429081646055,2.6669547928171,2.67057719734076,2.6721703613622,2.67310086263916,2.67338191090029,2.67329085408023,2.67342207051257,2.67359932992206,2.67360824362062,2.67364851797223,2.67364882570956,2.67364877438488
2.67364877438488,2.67140421674293,2.66801287273636,2.6668482969983,2.6658976796353,2.66292353963412,2.66435787628213,2.66280922469523,2.66490572421118,2.66669263104558,2.67004047808801,2.67190557958528,2.67253982183607,2.67321110812011,2.67336691881723,2.67352822148172,2.67357700910778,2.67364839566944,2.67364885273756,2.67364877438488
2.67364877438488,2.66978064806095,2.66736186985091,2.66385154554687,2.66432363968918,2.65889056393961,2.66291564498215,2.66377605932068,2.66828389141327,2.67092301315179,2.67178359112204,2.67284653224937,2.67303018293356,2.67342246833881,2.67353555755393,2.67360724717945,2.67364861312808,2.67364880348448,2.67364876957917,2.67364877438488
2.67364877438488,2.67078161282305,2.66595867326987,2.66344274813376,2.66615374520424,2.66587912494069,2.66454020970526,2.66326647423058,2.66549048590654,2.66730442521414,2.67064356283498,2.67207491476887,2.67269593912432,2.67341792121763,2.6734358901183,2.67343427601453,2.67357606596739,2.67360103858907,2.67362548574648,2.67364877438488
2.67364877438488,2.67114335381457,2.66625357299658,2.66359369890818,2.66246600514964,2.66316045973717,2.66296983134319,2.66488189778052,2.66679113042833,2.66925986909632,2.67149036062835,2.67255998367933,2.67320671772978,2.67344973390546,2.67352966450496,2.67358673363754,2.67364838917945,2.67364884390836,2.67364876290329,2.67364877438488
2.67364877438488,2.67063392171134,2.66776442267331,2.66623244935689,2.66583726863183,2.66379462401215,2.66313758391482,2.6636589855581,2.66566712899041,2.66743696479416,2.67013613848707,2.67146635460281,2.67252318573959,2.67321575189831,2.67342102324234,2.67355186326747,2.67355057476324,2.67364820451068,2.67364889019069,2.67364877438488
2.67364877438488,2.66837334385561,2.66479584797813,2.66151831053614,2.66563824544695,2.66621254486398,2.66211490592028,2.66346187809163,2.66830732697359,2.67070377361029,2.67170926640907,2.67238950169224,2.67276753331083,2.67337529946534,2.67336771006958,2.67362259287936,2.67364922216662,2.6736486935377,2.67364878773654,2.67364877438488
2.67364877438488,2.6717927545931,2.66834869952582,2.66573080027335,2.66527847743032,2.66469544349463,2.66245812565111,2.66470893429806,2.66519051207841,2.6666843689789,2.66974924381561,2.67174887034744,2.6724472686488,2.67272877643084,2.67339608635573,2.67350877173647,2.67355933244563,2.67364839475409,2.67364885667337,2.67364877438488
2.67363227921579,2.67106004655025,2.66782251191623,2.66264149179667,2.66326273140716,2.66005611826652,2.66165809274058,2.66495263091932,2.66861398520893,2.67088017703975,2.67140322730491,2.67239475271403,2.67316113442781,2.67330730737615,2.67346917858,2.67364739320215,2.67364905034604,2.67364872456443,2.67364878261257,2.67364877438488
2.67356884396445,2.67145079002077,2.66821118447645,2.66922707442262,2.66827404461904,2.6664402655484,2.66443656203172,2.66269339239287,2.66205664329069,2.66443946280446,2.6687868235567,2.67101068188621,2.67212467473523,2.67293725785814,2.673160827668,2.67337364111948,2.67344306755657,2.67364769692308,2.67364899762601,2.67364877438488
2.67364877438488,2.66969729899355,2.66445899561593,2.66202219067717,2.66048923944811,2.6577699741249,2.66143504267509,2.66799779593921,2.67136769144147,2.6722164704922,2.67320670697862,2.67340667603997,2.67343751919436,2.6735429833907,2.67359945534264,2.67360956910723,2.67364847550535,2.67364882833059,2.67364876547591,2.67364877438488
2.67364877438488,2.66979758801468,2.66450122335339,2.66012730616628,2.66159573835834,2.66207173723422,2.66162234677903,2.66579805571158,2.67082157868639,2.67179777606997,2.67248115761302,2.67338332484979,2.67350295439188,2.67353792351007,2.67360345645845,2.67364844985617,2.67364883922347,2.67364876267929,2.67364877631802,2.67364877438488
2.67364877438488,2.66709489455462,2.66620670945008,2.66502664667162,2.66091087806752,2.65946419611596,2.66078079714802,2.66679352243835,2.67004644364743,2.67190223763172,2.67273448887839,2.67324183665691,2.67345014685065,2.67350696666371,2.67353758842957,2.67360572518815,2.67364857610212,2.67364881016842,2.67364876847533,2.67364877438488
2.67364877438488,2.67063872717245,2.66843589197702,2.66533408725358,2.65823446663209,2.66119513015217,2.66107369013837,2.66294357599715,2.66981310477403,2.67069166808776,2.67245379479271,2.67314538030466,2.67344842427701,2.67358479255112,2.67364815384111,2.67364890646349,2.67364874798156,2.67364877915158,2.67364877359767,2.67364877438488
2.67364877438488,2.671081681491,2.66761456824013,2.66207234692244,2.66459912400537,2.65787265295214,2.66324276900353,2.6620097654847,2.66806285966982,2.67170349605577,2.67252905398964,2.67326891353169,2.67343217010261,2.67352068080233,2.67364747176645,2.67364905164855,2.67364871895819,2.6736487843913,2.67364877273235,2.67364877438488
2.67364877438488,2.66982346857513,2.66700453518485,2.66603121497527,2.66447355220988,2.66065224408343,2.65921039397808,2.66264350126579,2.66825576070479,2.66974822862944,2.67267834746718,2.67336407717951,2.67349736731976,2.67362740499838,2.67364878257447,2.67364877260602,2.67364877474048,2.67364877432068,2.67364877439548,2.67364877438488
2.6735118587024,2.67134254181547,2.668785654641,2.66586953120493,2.66531613433473,2.66150839179021,2.66081535447761,2.66242792811492,2.66527724557818,2.66904100901854,2.67099002544021,2.67311564064671,2.67342139256073,2.67347920820571,2.67351781842649,2.6735503776492,2.67358716291165,2.6736484857952,2.67364883557368,2.67364877438488
2.67364877438488,2.67067629351547,2.66648699271321,2.65843509386827,2.66034829068002,2.66487946462127,2.66694054075257,2.66605126804091,2.66703801468341,2.66868531537011,2.6713119985393,2.67335033988314,2.67344273914038,2.67340737751356,2.67362108965581,2.67364906745289,2.67364871577821,2.67364878496539,2.67364877263754,2.67364877438488
2.67364877438488,2.6714978127628,2.66851397825914,2.65857300027211,2.66606084410222,2.66586168259166,2.66103996225059,2.66185615868204,2.6662703826474,2.67026809029272,2.67180450674506,2.6727320915788,2.67334911739782,2.67341571625002,2.67352129335677,2.67356754145813,2.67364817474122,2.67364888261569,2.67364875651089,2.67364877438488
2.67364877438488,2.66802902397078,2.66672370492991,2.66218011031718,2.66333294619238,2.66414643090856,2.66708370237535,2.6668583602812,2.66517310675696,2.6692573782865,2.67072266224043,2.67245560290781,2.67250788252132,2.67285015093957,2.67341556427034,2.67364763028759,2.67364900291013,2.67364873312824,2.67364878119829,2.67364877438488
2.67364877438488,2.67011818670751,2.66747100972402,2.66323830311325,2.66195467704552,2.65797989455909,2.66061084677577,2.66641206266846,2.66926449278819,2.67113466166286,2.67258781480628,2.67320633648046,2.67348069396118,2.67355505464238,2.67362445681315,2.67364870856461,2.67364878752347,2.67364877201291,2.6736487747766,2.67364877438488
2.67364877438488,2.66910219376257,2.66808477373461,2.66438579015772,2.66028699101212,2.65960961328203,2.66025137900784,2.66627736549688,2.66906204851263,2.67092944757009,2.6723559803593,2.67340618301425,2.67359754069253,2.67364782749307,2.67364898434353,2.6736487296602,2.67364878332561,2.67364877277077,2.67364877465144,2.67364877438488
2.67364877438488,2.66729412204153,2.66510971795699,2.66317204177753,2.65873752709,2.66140385238951,2.66475995224835,2.66840424400349,2.67004249154671,2.67155061790735,2.67213745482479,2.67230332410621,2.67327168795217,2.67333434352697,2.6734636863057,2.6734835288644,2.67356397680969,2.6736122017118,2.67362402684063,2.67364877438488
2.6736206708011,2.67167371004365,2.66908664480381,2.66926922058493,2.66467061310126,2.66079065294564,2.66224094899597,2.66266313236363,2.66631218328637,2.66749099756648,2.66975919405223,2.6714420398278,2.67238661152511,2.67344394531374,2.67354603033779,2.67358750096251,2.67364848208649,2.67364882713582,2.67364876567322,2.67364877438488
2.67364877438488,2.66916931568651,2.66587411419532,2.66223911059534,2.66432240707215,2.66401430053541,2.66459118040129,2.6658002818996,2.66600576654267,2.66855282811788,2.67162040020752,2.67267378007127,2.67323632775039,2.67340140183244,2.67340254436221,2.67352090936021,2.67359058717582,2.67364851551225,2.6736488298979,2.67364877438488
2.67364877438488,2.66809117044283,2.66325695010309,2.66331616815043,2.66432926325171,2.66495202735252,2.66401914015171,2.66560392798736,2.66730916450492,2.66957064711071,2.67201830652105,2.67231927193704,2.67299857213893,2.67336707458551,2.6735637661428,2.6736483476042,2.67364885963282,2.6736487589947,2.67364877692652,2.67364877438488
